timestamp,temperature,humidity,pressure,light,rain_status,rain_level,rain_score
2025-01-01 00:00:00,22.731770830742164,63.01647694465699,1010.4927546294002,48.58808548838076,0,0,0.1885778263252326
2025-01-01 00:15:00,23.032024357251725,54.92971236442946,1009.9814775609315,14.72705847730286,0,0,0.05791296394553478
2025-01-01 00:30:00,24.323610143634653,59.822170276629905,1008.5082758150818,8.618334915839293,0,0,0.08187806239068252
2025-01-01 00:45:00,24.224053649832488,54.739958977346866,1011.413593692252,0.0,0,0,0.006831832079216649
2025-01-01 01:00:00,24.71913157027481,53.65503223641964,1009.2896711256619,0.0,0,0,0.1610127764609799
2025-01-01 01:15:00,24.443681792035733,55.10916511398305,1008.7224242373891,0.0,0,0,0.1719148790830708
2025-01-01 01:30:00,26.13913780664008,55.091042496315715,1008.0259054272765,0.0,0,0,0.03459570286779885
2025-01-01 01:45:00,26.235032142213004,53.639850800017825,1010.3762472480819,0.0,0,0,0.1521408295736799
2025-01-01 02:00:00,25.48422630397801,51.19753102861422,1009.0651248977597,0.0,0,0,0.011096761233791398
2025-01-01 02:15:00,27.114431437850417,46.54043403590517,1010.0312415344079,0.0,0,0,0.036046784716528356
2025-01-01 02:30:00,26.530665301406973,53.99539199629427,1010.2254558839223,0.0,0,0,0.025612288483806058
2025-01-01 02:45:00,28.15591008233157,48.93151567498407,1010.9514159620421,43.12017941405689,0,0,0.021148115236040523
2025-01-01 03:00:00,27.16482717657755,39.76260679875451,1009.6695880889868,36.27118311974563,1,3,0.5374313854071858
2025-01-01 03:15:00,28.92500306369294,47.09618815110074,1010.8007427694758,0.0,0,0,0.10626946544616367
2025-01-01 03:30:00,28.886033442589177,46.156574716920936,1010.7767633514719,23.661037319977645,0,0,0.0647471394130178
2025-01-01 03:45:00,29.373349370121012,44.97049402456589,1010.1600130917809,0.0,0,0,0.028899583255584328
2025-01-01 04:00:00,29.444619653339153,46.67498440985079,1009.3408417241819,38.23105178297032,0,0,0.128669390384127
2025-01-01 04:15:00,28.694100927823218,34.98466589600943,1011.2301759122377,0.0,0,0,0.03361959737077356
2025-01-01 04:30:00,28.51204360917431,39.75844092077849,1010.1896614831655,50.33789958249859,0,0,0.023512983861050052
2025-01-01 04:45:00,29.59866846448507,44.58700845797538,1010.0267944111928,38.9293597987269,0,0,0.10419720164753649
2025-01-01 05:00:00,29.405254075519476,36.78211575901136,1011.4616196426718,0.0,1,2,0.5413377400355027
2025-01-01 05:15:00,30.51742303039727,40.204884020515266,1011.0516577258595,23.38055558224159,0,0,0.15968819626891767
2025-01-01 05:30:00,30.435760714465435,38.060620640350535,1010.5037129612667,0.0,0,0,0.14789991563694002
2025-01-01 05:45:00,30.587393122726063,41.12803288865274,1009.6060129113208,0.0,0,0,0.04996043996412276
2025-01-01 06:00:00,29.50243338455877,37.12657695010954,1007.5324527538413,299.8443424049476,0,0,0.03198856017097305
2025-01-01 06:15:00,30.780946806035022,49.38489983161527,1010.5973030198678,1117.680003442396,0,0,0.012770092733835114
2025-01-01 06:30:00,30.073381974620546,41.04678206554415,1010.4799741051818,1310.978317082705,0,0,0.006402266448022775
2025-01-01 06:45:00,30.061305252682807,39.11463761035784,1010.3059459130882,2193.807605824338,0,0,0.08220889555733846
2025-01-01 07:00:00,29.817399148809923,42.61834906100944,1009.404475146826,2818.5781067676276,0,0,0.11931793774991853
2025-01-01 07:15:00,29.78784024658294,41.490234762864084,1009.8154589351475,3322.8855104249687,0,0,0.029386811772569056
2025-01-01 07:30:00,27.988453172978783,43.93866647040879,1010.074849296181,3681.817630989852,0,0,0.18820451517343767
2025-01-01 07:45:00,28.445018149919907,41.359769255670365,1010.0100758309919,4602.949934480886,0,0,0.17817304519910698
2025-01-01 08:00:00,28.971609740397305,48.14910587414724,1010.3397608137922,4554.162950802437,1,1,0.3564701095382427
2025-01-01 08:15:00,28.825327253608183,41.63762382963739,1009.1395306304963,5524.572204594931,0,0,0.16845828464447393
2025-01-01 08:30:00,28.681088350266446,44.01854707978783,1010.1600752870137,6145.073630094804,0,0,0.12465120741536194
2025-01-01 08:45:00,27.52935595538299,43.77199003412344,1009.8364993111397,6709.745896617771,0,0,0.11267314216139486
2025-01-01 09:00:00,28.237574859202436,49.26379593566363,1012.0527301316522,7197.8256904747595,0,0,0.16449962745010105
2025-01-01 09:15:00,27.706366747148525,44.27090224866823,1010.1272855047415,7630.329742254451,0,0,0.13921553203177378
2025-01-01 09:30:00,26.960091696658232,48.7460900480276,1009.7326043971283,7669.200154929329,0,0,0.05163717434351647
2025-01-01 09:45:00,26.311061781848,46.37813170787685,1010.1217644725223,8122.299300863998,0,0,0.16878392030349473
2025-01-01 10:00:00,26.15925047586267,50.80665949521362,1008.5632464438947,8661.549737669666,0,0,0.013532989500970528
2025-01-01 10:15:00,25.732353104333413,48.09348651672151,1009.1571703642735,9154.25944341686,0,0,0.1597222294786184
2025-01-01 10:30:00,25.558741531790773,48.8365012805633,1010.0617096437686,9274.728644249975,0,0,0.01859007965092765
2025-01-01 10:45:00,24.986828185047237,55.52681361968614,1010.9181551569251,9262.2522216698,0,0,0.1351922438276982
2025-01-01 11:00:00,23.742731571309093,57.17193616162444,1010.260010921369,9863.281674126856,0,0,0.05513173141673644
2025-01-01 11:15:00,24.11879737385837,59.247034667450876,1010.0185663577425,9544.448836904043,0,0,0.1261724828910629
2025-01-01 11:30:00,23.407473835994573,57.77454980153564,1010.0311981835927,9569.247787342005,0,0,0.014264641924890699
2025-01-01 11:45:00,22.635980160707103,56.34815781876581,1009.0461893072951,9952.593783379229,0,0,0.06278540502304918
2025-01-01 12:00:00,22.14925964864588,60.05946910185735,1011.036922588388,9960.729464203589,0,0,0.09832798930707179
2025-01-01 12:15:00,21.85537242084099,60.31343786335953,1009.3253778782955,10167.500888311266,0,0,0.06581575140792809
2025-01-01 12:30:00,21.60059651780098,66.70240310483726,1009.6414337848001,9852.19728756862,0,0,0.08025085816597893
2025-01-01 12:45:00,21.426806732480273,63.069607664487926,1010.0353994730104,9734.49040828224,0,0,0.15916503845215282
2025-01-01 13:00:00,20.361685257385435,65.2121924829977,1011.1439216870517,9773.282479400246,0,0,0.1753024774887556
2025-01-01 13:15:00,20.273501967023318,69.7856471152103,1010.0204985888926,9495.95340483294,1,1,0.8238813482734252
2025-01-01 13:30:00,19.414143395786287,70.37730047934713,1010.8120784905699,9112.334708794488,0,0,0.05754140377963695
2025-01-01 13:45:00,18.78030953789318,67.07139741445968,1008.5493818633671,9082.916962960226,0,0,0.10710267684302022
2025-01-01 14:00:00,18.859241332040252,69.61171250257927,1010.2250233719199,8636.476868009528,0,0,0.12967506597499612
2025-01-01 14:15:00,18.809955674714892,71.31966534490182,1010.552137044746,8406.249320486015,1,2,0.8691808106914449
2025-01-01 14:30:00,17.507198564486146,72.74371895900752,1009.2891661661553,7373.948555900791,0,0,0.0010888166041078673
2025-01-01 14:45:00,17.969313989883478,74.62852483899422,1009.3540694917809,7184.954586058067,0,0,0.04716519614015662
2025-01-01 15:00:00,16.61805178049021,71.7830775237826,1010.7389870179566,7282.1304665316,0,0,0.12454540034665591
2025-01-01 15:15:00,17.505905736089495,71.57889594554447,1012.1614782746722,6648.49766935475,0,0,0.06798119672620757
2025-01-01 15:30:00,17.65119005187661,75.02859603730317,1010.973325623233,5906.2086519047325,0,0,0.001694969882194819
2025-01-01 15:45:00,16.108465751086143,77.0294203008945,1011.5563316750992,5633.768122231292,0,0,0.13505118998684423
2025-01-01 16:00:00,15.896794437364848,76.9030953054297,1009.9346356012592,5030.343913729681,1,3,0.27310336994948886
2025-01-01 16:15:00,16.74219170961287,73.68856989262586,1008.6810307730193,4471.866170931751,0,0,0.1312834192910559
2025-01-01 16:30:00,16.189817952267337,74.58575400959793,1010.4695312086405,3894.1996901511156,0,0,0.03761398583698266
2025-01-01 16:45:00,15.184822309118493,73.44208899550577,1010.011141378752,2966.3670635505773,0,0,0.07608086472617026
2025-01-01 17:00:00,14.8708380641105,79.81777195286251,1010.2711987440432,2532.036642896388,0,0,0.10826306140143223
2025-01-01 17:15:00,14.606818536317602,77.58402816675171,1012.1379525960185,2048.6729754782937,0,0,0.03862394609409819
2025-01-01 17:30:00,15.057118837075565,78.67548113324216,1009.2668942501305,1636.215022785236,0,0,0.0862946430267983
2025-01-01 17:45:00,15.160210686654846,81.52587172688479,1009.6192752799922,1077.7605810014265,0,0,0.09901430792857346
2025-01-01 18:00:00,14.965254532294212,74.9103819389808,1010.0839659900704,0.0,0,0,0.15559998279449194
2025-01-01 18:15:00,14.10335424160159,79.98829702377579,1011.9355387197315,4.034251714114786,0,0,0.0216640414633124
2025-01-01 18:30:00,14.900776694392361,80.9444708360023,1010.2516014498759,0.0,0,0,0.038901771527127996
2025-01-01 18:45:00,15.678540156311842,77.79988624880022,1010.5309584089072,0.0,0,0,0.14640599719967587
2025-01-01 19:00:00,15.268928522621135,78.92514447056439,1010.1170162902569,0.0,0,0,0.07628140637669556
2025-01-01 19:15:00,15.992898455403601,81.91425251679304,1010.3926900760729,0.0,0,0,0.1488674449982332
2025-01-01 19:30:00,14.561401758547518,78.42183018175746,1010.9545648858265,0.0,0,0,0.1168380670468662
2025-01-01 19:45:00,15.756402959654547,78.96398467635811,1009.576230377064,11.618417810490012,0,0,0.05616447840231773
2025-01-01 20:00:00,15.798651200312209,78.26787521044616,1009.2131123637677,28.832514061622778,0,0,0.10791592162755144
2025-01-01 20:15:00,15.741640900255664,76.08417096286428,1011.4527498966766,67.77543049060998,0,0,0.19518778313836113
2025-01-01 20:30:00,16.912542827507696,71.85701342068836,1009.3654636243529,0.0,0,0,0.07875741400853958
2025-01-01 20:45:00,16.960500868122462,69.85555944614953,1009.8979380420612,53.841299168086785,0,0,0.06956530814256603
2025-01-01 21:00:00,16.507076794649013,76.50143428330925,1009.7727826661487,0.0,1,1,0.24927056916405005
2025-01-01 21:15:00,17.439506344920915,74.52599820586735,1009.9395899114957,18.590768222440104,0,0,0.10003958745766045
2025-01-01 21:30:00,18.211492977157796,72.91490608900283,1010.5287710635487,38.214408171808536,0,0,0.09578276626888962
2025-01-01 21:45:00,17.5626086599304,70.90705680911665,1011.3957444948546,110.16808077879337,0,0,0.0790369462406875
2025-01-01 22:00:00,19.464271422339284,67.20856008872535,1010.8552260931627,64.68181836502342,0,0,0.014914748146178526
2025-01-01 22:15:00,19.455617354414358,69.41939816997494,1009.1906293905835,0.0,1,1,0.5630060181519854
2025-01-01 22:30:00,20.065013154731034,73.96450835243711,1010.9431555450527,0.0,0,0,0.10255442433258949
2025-01-01 22:45:00,19.57077522643461,67.30498673631702,1011.5230568078041,24.826690220407098,0,0,0.12104795174802106
2025-01-01 23:00:00,19.80363313774319,67.13338762602264,1009.3068126988572,0.0,0,0,0.15370990198806087
2025-01-01 23:15:00,21.96162422776013,59.173883253976044,1008.3975665438674,0.0,1,2,0.5263262148149915
2025-01-01 23:30:00,21.720450418314428,62.84030884268646,1008.5281344119177,0.0,0,0,0.07249328259728068
2025-01-01 23:45:00,22.015541385241868,59.452650066478384,1009.7350219568849,79.35762655536044,1,3,0.4236823503361555
2025-01-02 00:00:00,22.365033103332163,62.03812131640235,1009.4955859816579,0.0,1,1,0.8881212592405324
2025-01-02 00:15:00,23.064751923377337,54.64598560334808,1008.3232846325793,43.57863276037959,0,0,0.1153460733722356
2025-01-02 00:30:00,23.577893533053555,57.24378114607173,1007.9589160177953,9.784185249262563,0,0,0.15248425573905838
